CustomerId,Q1,P1,Q2,P2,Q3,P3,Q4,P4,Q5,P5,Q6,P6,Q7,P7,Q8,P8,Q9,P9,Q10,P10,Q11,P11,Q12,P12,Total,Classification
ZM1332,1,5,4,5,2,2,3,5,3,5,1,1,4,7,1,1,2,3,4,7,2,1,2,1,43,Assertive
ZM1333,5,3,5,7,1,5,4,7,4,7,2,3,4,7,1,1,4,7,2,3,2,1,2,1,52,Assertive
ZM1334,4,5,1,1,3,1,1,1,1,1,1,1,4,7,2,3,3,5,1,1,1,0,1,0,26,Balanced
ZM1335,5,3,3,3,1,5,2,3,1,1,1,1,2,3,2,3,3,5,1,1,2,1,1,0,29,Balanced
ZM1336,3,1,2,2,3,1,4,7,3,5,2,3,1,1,2,3,2,3,2,3,2,1,1,0,30,Balanced
ZM1337,1,5,4,5,2,2,4,7,5,9,1,1,1,1,3,5,2,3,4,7,2,1,2,1,47,Assertive
ZM1338,1,5,4,5,3,1,3,5,1,1,1,1,4,7,1,1,3,5,4,7,1,0,1,0,38,Balanced
ZM1339,2,3,3,3,3,1,3,5,1,1,1,1,3,5,1,1,4,7,4,7,2,1,1,0,35,Balanced
ZM1340,4,5,4,5,1,5,1,1,2,3,2,3,1,1,4,7,2,3,4,7,1,0,2,1,41,Assertive
ZM1341,6,1,1,1,3,1,2,3,4,7,3,5,3,5,1,1,1,1,1,1,2,1,2,1,28,Balanced
ZM1342,1,5,3,3,2,2,4,7,1,1,4,7,4,7,2,3,2,3,2,3,1,0,2,1,42,Assertive
ZM1343,4,5,2,2,2,2,4,7,3,5,4,7,4,7,4,7,2,3,1,1,1,0,1,0,46,Assertive
ZM1344,3,1,2,2,2,2,2,3,2,3,4,7,3,5,1,1,3,5,1,1,1,0,2,1,31,Balanced
ZM1345,3,1,1,1,3,1,3,5,4,7,2,3,1,1,3,5,5,9,1,1,1,0,1,0,34,Balanced
ZM1346,4,5,5,7,1,5,3,5,1,1,2,3,2,3,2,3,5,9,3,5,2,1,2,1,48,Assertive
ZM1347,1,5,4,5,2,2,4,7,2,3,2,3,4,7,4,7,1,1,1,1,1,0,1,0,41,Assertive
ZM1348,4,5,1,1,1,5,1,1,1,1,3,5,3,5,3,5,4,7,3,5,1,0,1,0,40,Balanced
ZM1349,3,1,4,5,3,1,3,5,4,7,1,1,3,5,4,7,3,5,1,1,1,0,1,0,38,Balanced
ZM1350,6,1,5,7,3,1,1,1,1,1,1,1,1,1,4,7,1,1,4,7,2,1,2,1,30,Balanced
ZM1351,5,3,2,2,2,2,4,7,5,9,2,3,4,7,4,7,2,3,3,5,2,1,2,1,50,Assertive
ZM1352,1,5,1,1,3,1,1,1,4,7,4,7,1,1,3,5,3,5,1,1,1,0,1,0,34,Balanced
ZM1353,6,1,2,2,3,1,4,7,4,7,2,3,3,5,2,3,2,3,3,5,1,0,2,1,38,Balanced
ZM1354,2,3,4,5,1,5,4,7,4,7,3,5,4,7,3,5,2,3,3,5,1,0,2,1,53,Aggresive
ZM1355,1,5,2,2,3,1,3,5,2,3,1,1,3,5,2,3,1,1,2,3,2,1,2,1,31,Balanced
ZM1356,4,5,3,3,1,5,1,1,5,9,3,5,3,5,4,7,3,5,2,3,1,0,1,0,48,Assertive
ZM1357,1,5,2,2,1,5,4,7,4,7,4,7,2,3,1,1,2,3,2,3,1,0,1,0,43,Assertive
ZM1358,3,1,2,2,1,5,3,5,3,5,3,5,1,1,1,1,2,3,1,1,2,1,2,1,31,Balanced
ZM1359,3,1,1,1,1,5,1,1,4,7,4,7,4,7,4,7,1,1,4,7,1,0,1,0,44,Assertive
ZM1360,1,5,1,1,2,2,2,3,3,5,3,5,3,5,4,7,4,7,2,3,1,0,1,0,43,Assertive
ZM1361,2,3,5,7,1,5,2,3,3,5,3,5,1,1,4,7,4,7,3,5,1,0,2,1,49,Assertive
ZM1362,6,1,4,5,1,5,4,7,5,9,2,3,1,1,2,3,4,7,2,3,1,0,1,0,44,Assertive
ZM1363,4,5,3,3,3,1,3,5,3,5,1,1,4,7,1,1,2,3,4,7,1,0,2,1,39,Balanced
ZM1364,3,1,5,7,2,2,1,1,5,9,3,5,4,7,2,3,3,5,4,7,2,1,1,0,48,Assertive
ZM1365,2,3,5,7,3,1,1,1,5,9,2,3,4,7,4,7,3,5,2,3,1,0,2,1,47,Assertive
ZM1366,6,1,1,1,3,1,1,1,4,7,2,3,1,1,3,5,5,9,2,3,1,0,2,1,33,Balanced
ZM1367,4,5,2,2,1,5,2,3,1,1,4,7,2,3,4,7,1,1,2,3,1,0,2,1,38,Balanced
ZM1368,5,3,2,2,2,2,3,5,3,5,3,5,3,5,1,1,5,9,2,3,1,0,2,1,41,Assertive
ZM1369,2,3,4,5,3,1,3,5,2,3,3,5,2,3,3,5,2,3,2,3,2,1,1,0,37,Balanced
ZM1370,1,5,1,1,2,2,3,5,1,1,3,5,4,7,4,7,1,1,4,7,2,1,1,0,42,Assertive
ZM1371,6,1,1,1,2,2,1,1,2,3,2,3,2,3,1,1,5,9,2,3,2,1,1,0,28,Balanced
ZM1372,5,3,5,7,1,5,4,7,5,9,4,7,1,1,1,1,1,1,4,7,1,0,2,1,49,Assertive
ZM1373,6,1,5,7,2,2,4,7,4,7,3,5,1,1,3,5,1,1,1,1,1,0,2,1,38,Balanced
ZM1374,5,3,1,1,3,1,1,1,1,1,1,1,1,1,4,7,5,9,4,7,2,1,2,1,34,Balanced
ZM1375,6,1,1,1,3,1,4,7,5,9,1,1,4,7,1,1,3,5,4,7,2,1,2,1,42,Assertive
ZM1376,5,3,1,1,1,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,2,1,2,1,46,Assertive
ZM1377,4,5,2,2,2,2,1,1,5,9,1,1,2,3,2,3,5,9,1,1,1,0,1,0,36,Balanced
ZM1378,4,5,1,1,2,2,2,3,4,7,1,1,1,1,4,7,3,5,1,1,2,1,2,1,35,Balanced
ZM1379,4,5,1,1,2,2,1,1,2,3,2,3,3,5,2,3,1,1,3,5,1,0,2,1,30,Balanced
ZM1380,1,5,5,7,2,2,3,5,3,5,1,1,3,5,4,7,5,9,2,3,2,1,1,0,50,Assertive
ZM1381,2,3,3,3,3,1,3,5,1,1,2,3,2,3,3,5,4,7,2,3,2,1,2,1,36,Balanced
ZM1382,1,5,3,3,2,2,3,5,1,1,3,5,4,7,1,1,3,5,3,5,2,1,2,1,41,Assertive
ZM1383,5,3,2,2,3,1,3,5,5,9,2,3,3,5,1,1,4,7,3,5,2,1,1,0,42,Assertive
ZM1384,4,5,4,5,1,5,4,7,2,3,3,5,3,5,1,1,4,7,4,7,2,1,1,0,51,Assertive
ZM1385,5,3,5,7,2,2,3,5,5,9,4,7,1,1,1,1,4,7,1,1,1,0,1,0,43,Assertive
ZM1386,6,1,5,7,2,2,1,1,1,1,4,7,2,3,2,3,3,5,2,3,2,1,2,1,35,Balanced
ZM1387,2,3,5,7,1,5,4,7,1,1,3,5,4,7,4,7,1,1,3,5,1,0,2,1,49,Assertive
ZM1388,2,3,2,2,1,5,2,3,2,3,1,1,1,1,1,1,1,1,4,7,2,1,2,1,29,Balanced
ZM1389,1,5,2,2,1,5,3,5,1,1,1,1,1,1,3,5,1,1,1,1,1,0,1,0,27,Balanced
ZM1390,5,3,1,1,3,1,2,3,4,7,3,5,2,3,4,7,2,3,2,3,2,1,2,1,38,Balanced
ZM1391,2,3,3,3,2,2,2,3,2,3,1,1,1,1,3,5,1,1,4,7,1,0,1,0,29,Balanced
ZM1392,2,3,1,1,3,1,2,3,3,5,4,7,1,1,1,1,2,3,1,1,1,0,1,0,26,Balanced
ZM1393,1,5,1,1,1,5,2,3,5,9,4,7,4,7,2,3,4,7,1,1,1,0,1,0,48,Assertive
ZM1394,6,1,1,1,3,1,3,5,3,5,2,3,1,1,3,5,4,7,1,1,1,0,2,1,31,Balanced
ZM1395,6,1,2,2,1,5,3,5,5,9,4,7,3,5,2,3,3,5,3,5,1,0,2,1,48,Assertive
ZM1396,4,5,2,2,1,5,3,5,3,5,4,7,3,5,3,5,2,3,3,5,2,1,2,1,49,Assertive
ZM1397,3,1,1,1,2,2,3,5,3,5,2,3,4,7,1,1,2,3,2,3,2,1,1,0,32,Balanced
ZM1398,3,1,2,2,1,5,3,5,5,9,3,5,1,1,1,1,3,5,4,7,1,0,1,0,41,Assertive
ZM1399,4,5,1,1,1,5,1,1,1,1,4,7,1,1,2,3,1,1,3,5,1,0,2,1,31,Balanced
ZM1400,3,1,5,7,2,2,1,1,5,9,3,5,4,7,4,7,1,1,2,3,2,1,1,0,44,Assertive
ZM1401,2,3,5,7,2,2,1,1,5,9,4,7,3,5,3,5,1,1,3,5,1,0,2,1,46,Assertive
ZM1402,6,1,2,2,1,5,1,1,3,5,3,5,3,5,4,7,3,5,1,1,1,0,2,1,38,Balanced
ZM1403,2,3,1,1,2,2,2,3,4,7,4,7,4,7,3,5,3,5,2,3,1,0,2,1,44,Assertive
ZM1404,5,3,4,5,3,1,4,7,3,5,3,5,1,1,4,7,5,9,2,3,2,1,2,1,48,Assertive
ZM1405,3,1,4,5,2,2,2,3,2,3,4,7,3,5,3,5,3,5,3,5,1,0,2,1,42,Assertive
ZM1406,4,5,3,3,1,5,4,7,2,3,3,5,1,1,3,5,1,1,2,3,1,0,2,1,39,Balanced
ZM1407,5,3,2,2,2,2,1,1,5,9,3,5,3,5,1,1,3,5,2,3,1,0,1,0,36,Balanced
ZM1408,1,5,2,2,2,2,2,3,4,7,3,5,2,3,2,3,1,1,4,7,2,1,2,1,40,Balanced
ZM1409,1,5,1,1,2,2,3,5,3,5,4,7,4,7,3,5,1,1,3,5,2,1,2,1,45,Assertive
ZM1410,2,3,5,7,3,1,2,3,3,5,2,3,1,1,2,3,4,7,2,3,2,1,2,1,38,Balanced
ZM1411,5,3,2,2,3,1,2,3,3,5,1,1,1,1,2,3,5,9,3,5,1,0,1,0,33,Balanced
ZM1412,5,3,4,5,3,1,2,3,5,9,3,5,2,3,1,1,3,5,1,1,1,0,1,0,36,Balanced
ZM1413,3,1,4,5,3,1,3,5,5,9,3,5,3,5,2,3,1,1,3,5,2,1,2,1,42,Assertive
ZM1414,3,1,5,7,3,1,2,3,5,9,3,5,3,5,2,3,2,3,3,5,2,1,2,1,44,Assertive
ZM1415,5,3,1,1,3,1,1,1,2,3,3,5,1,1,2,3,2,3,1,1,2,1,2,1,24,Conservative
ZM1416,1,5,4,5,2,2,3,5,4,7,1,1,3,5,1,1,1,1,3,5,2,1,2,1,39,Balanced
ZM1417,4,5,1,1,1,5,4,7,4,7,3,5,2,3,4,7,3,5,1,1,1,0,2,1,47,Assertive
ZM1418,2,3,4,5,2,2,3,5,5,9,2,3,1,1,2,3,1,1,1,1,1,0,1,0,33,Balanced
ZM1419,4,5,2,2,2,2,2,3,3,5,4,7,4,7,4,7,2,3,4,7,1,0,1,0,48,Assertive
ZM1420,6,1,2,2,3,1,3,5,1,1,3,5,3,5,2,3,5,9,2,3,1,0,1,0,35,Balanced
ZM1421,6,1,4,5,2,2,3,5,5,9,3,5,2,3,4,7,4,7,4,7,1,0,2,1,52,Assertive
ZM1422,3,1,3,3,3,1,1,1,3,5,1,1,1,1,4,7,3,5,1,1,2,1,2,1,28,Balanced
ZM1423,6,1,1,1,1,5,3,5,2,3,3,5,2,3,4,7,5,9,3,5,1,0,1,0,44,Assertive
ZM1424,6,1,3,3,3,1,4,7,5,9,4,7,4,7,4,7,4,7,2,3,2,1,2,1,54,Aggresive
ZM1425,4,5,3,3,1,5,3,5,5,9,3,5,3,5,3,5,4,7,1,1,1,0,1,0,50,Assertive
ZM1426,4,5,4,5,2,2,2,3,4,7,3,5,4,7,1,1,3,5,1,1,1,0,2,1,42,Assertive
ZM1427,3,1,1,1,1,5,3,5,2,3,1,1,4,7,3,5,5,9,1,1,2,1,2,1,40,Balanced
ZM1428,6,1,4,5,3,1,4,7,2,3,4,7,1,1,2,3,1,1,3,5,1,0,2,1,35,Balanced
ZM1429,2,3,2,2,3,1,1,1,1,1,4,7,3,5,1,1,3,5,3,5,2,1,2,1,33,Balanced
ZM1430,6,1,4,5,2,2,2,3,5,9,1,1,3,5,2,3,1,1,1,1,1,0,2,1,32,Balanced
ZM1431,3,1,3,3,1,5,1,1,3,5,3,5,4,7,3,5,5,9,4,7,1,0,1,0,48,Assertive
ZM1432,6,1,2,2,3,1,1,1,4,7,1,1,4,7,3,5,5,9,1,1,2,1,1,0,36,Balanced
ZM1433,6,1,4,5,1,5,4,7,1,1,1,1,3,5,4,7,3,5,1,1,2,1,1,0,39,Balanced
ZM1434,4,5,3,3,2,2,4,7,1,1,3,5,3,5,3,5,3,5,4,7,1,0,1,0,45,Assertive
ZM1435,6,1,3,3,3,1,2,3,2,3,2,3,3,5,4,7,1,1,2,3,1,0,1,0,30,Balanced
ZM1436,1,5,5,7,3,1,2,3,1,1,4,7,4,7,4,7,2,3,3,5,1,0,1,0,46,Assertive
ZM1437,3,1,3,3,2,2,4,7,5,9,3,5,1,1,4,7,2,3,3,5,1,0,1,0,43,Assertive
ZM1438,5,3,1,1,2,2,2,3,4,7,2,3,1,1,1,1,1,1,4,7,1,0,2,1,30,Balanced
ZM1439,3,1,4,5,2,2,1,1,5,9,2,3,1,1,2,3,3,5,4,7,2,1,1,0,38,Balanced
ZM1440,1,5,2,2,1,5,2,3,2,3,3,5,2,3,3,5,4,7,1,1,1,0,1,0,39,Balanced
ZM1441,1,5,4,5,2,2,1,1,3,5,3,5,4,7,3,5,5,9,4,7,1,0,2,1,52,Assertive
ZM1442,1,5,4,5,3,1,2,3,2,3,1,1,1,1,2,3,4,7,4,7,2,1,1,0,37,Balanced
ZM1443,6,1,3,3,1,5,4,7,1,1,4,7,2,3,1,1,5,9,1,1,2,1,2,1,40,Balanced
ZM1444,4,5,4,5,3,1,1,1,1,1,1,1,3,5,3,5,5,9,3,5,1,0,1,0,38,Balanced
ZM1445,5,3,3,3,2,2,4,7,2,3,4,7,2,3,3,5,3,5,2,3,1,0,1,0,41,Assertive
ZM1446,5,3,3,3,3,1,2,3,3,5,4,7,1,1,1,1,2,3,4,7,2,1,1,0,35,Balanced
ZM1447,6,1,4,5,1,5,4,7,3,5,1,1,3,5,3,5,3,5,4,7,2,1,2,1,48,Assertive
ZM1448,5,3,3,3,3,1,4,7,5,9,3,5,3,5,4,7,1,1,3,5,1,0,1,0,46,Assertive
ZM1449,3,1,3,3,2,2,1,1,3,5,1,1,3,5,1,1,4,7,3,5,1,0,1,0,31,Balanced
ZM1450,5,3,2,2,1,5,3,5,3,5,4,7,4,7,1,1,1,1,1,1,2,1,1,0,38,Balanced
ZM1451,5,3,5,7,1,5,3,5,1,1,4,7,1,1,4,7,2,3,3,5,2,1,1,0,45,Assertive
ZM1452,2,3,3,3,2,2,1,1,5,9,2,3,1,1,1,1,3,5,3,5,1,0,1,0,33,Balanced
ZM1453,4,5,3,3,2,2,4,7,5,9,2,3,1,1,4,7,4,7,1,1,1,0,2,1,46,Assertive
ZM1454,1,5,1,1,2,2,2,3,3,5,3,5,2,3,4,7,1,1,2,3,2,1,2,1,37,Balanced
ZM1455,1,5,3,3,1,5,3,5,5,9,3,5,1,1,1,1,3,5,1,1,2,1,1,0,41,Assertive
ZM1456,6,1,2,2,1,5,1,1,1,1,2,3,2,3,3,5,1,1,4,7,1,0,2,1,30,Balanced
ZM1457,4,5,2,2,3,1,3,5,4,7,1,1,3,5,2,3,4,7,1,1,1,0,2,1,38,Balanced
ZM1458,6,1,4,5,2,2,4,7,2,3,1,1,3,5,3,5,2,3,2,3,1,0,1,0,35,Balanced
ZM1459,5,3,1,1,1,5,1,1,4,7,3,5,3,5,3,5,4,7,1,1,2,1,2,1,42,Assertive
ZM1460,1,5,2,2,2,2,3,5,5,9,2,3,1,1,1,1,4,7,2,3,1,0,2,1,39,Balanced
ZM1461,5,3,1,1,2,2,1,1,5,9,2,3,2,3,3,5,1,1,1,1,1,0,2,1,30,Balanced
ZM1462,6,1,3,3,1,5,4,7,2,3,3,5,3,5,2,3,2,3,3,5,1,0,1,0,40,Balanced
ZM1463,2,3,2,2,3,1,2,3,5,9,4,7,2,3,1,1,3,5,4,7,1,0,1,0,41,Assertive
ZM1464,2,3,1,1,2,2,1,1,4,7,1,1,3,5,1,1,2,3,1,1,1,0,2,1,26,Balanced
ZM1465,3,1,4,5,1,5,2,3,5,9,2,3,3,5,3,5,5,9,1,1,2,1,2,1,48,Assertive
ZM1466,2,3,2,2,1,5,3,5,2,3,2,3,2,3,2,3,3,5,4,7,1,0,2,1,40,Balanced
ZM1467,1,5,5,7,2,2,1,1,1,1,2,3,1,1,3,5,1,1,1,1,2,1,1,0,28,Balanced
ZM1468,5,3,1,1,3,1,4,7,3,5,4,7,2,3,2,3,4,7,1,1,2,1,1,0,39,Balanced
ZM1469,4,5,5,7,2,2,4,7,1,1,1,1,2,3,3,5,4,7,1,1,1,0,1,0,39,Balanced
ZM1470,6,1,4,5,3,1,3,5,5,9,2,3,4,7,3,5,2,3,1,1,1,0,1,0,40,Balanced
ZM1471,6,1,4,5,1,5,4,7,1,1,2,3,4,7,1,1,3,5,2,3,1,0,2,1,39,Balanced
ZM1472,3,1,1,1,2,2,3,5,1,1,2,3,3,5,3,5,2,3,3,5,2,1,2,1,33,Balanced
ZM1473,3,1,3,3,3,1,2,3,3,5,4,7,3,5,3,5,1,1,1,1,1,0,2,1,33,Balanced
ZM1474,6,1,4,5,3,1,1,1,4,7,1,1,4,7,4,7,3,5,3,5,1,0,1,0,40,Balanced
ZM1475,3,1,3,3,3,1,3,5,5,9,3,5,3,5,1,1,2,3,2,3,2,1,1,0,37,Balanced
ZM1476,3,1,3,3,1,5,1,1,5,9,1,1,3,5,1,1,5,9,3,5,2,1,1,0,41,Assertive
ZM1477,3,1,5,7,2,2,1,1,4,7,2,3,4,7,3,5,4,7,1,1,2,1,2,1,43,Assertive
ZM1478,6,1,2,2,3,1,1,1,5,9,2,3,2,3,1,1,3,5,2,3,1,0,2,1,30,Balanced
ZM1479,2,3,2,2,1,5,2,3,2,3,1,1,3,5,3,5,4,7,2,3,2,1,2,1,39,Balanced
ZM1480,6,1,4,5,2,2,2,3,1,1,3,5,3,5,2,3,2,3,4,7,2,1,2,1,37,Balanced
ZM1481,5,3,5,7,3,1,1,1,1,1,3,5,4,7,4,7,4,7,1,1,1,0,1,0,40,Balanced
ZM1482,1,5,5,7,3,1,1,1,2,3,4,7,2,3,2,3,2,3,4,7,1,0,2,1,41,Assertive
ZM1483,6,1,4,5,2,2,4,7,3,5,2,3,2,3,3,5,5,9,4,7,2,1,2,1,49,Assertive
ZM1484,4,5,4,5,1,5,4,7,3,5,1,1,1,1,2,3,4,7,2,3,2,1,2,1,44,Assertive
ZM1485,1,5,2,2,1,5,4,7,1,1,4,7,2,3,4,7,4,7,4,7,2,1,1,0,52,Assertive
ZM1486,4,5,4,5,1,5,1,1,3,5,1,1,1,1,2,3,2,3,4,7,2,1,2,1,38,Balanced
ZM1487,5,3,5,7,1,5,3,5,2,3,1,1,4,7,4,7,4,7,1,1,1,0,2,1,47,Assertive
ZM1488,4,5,2,2,3,1,4,7,4,7,3,5,4,7,1,1,2,3,1,1,2,1,2,1,41,Assertive
ZM1489,5,3,2,2,2,2,4,7,1,1,1,1,2,3,2,3,2,3,4,7,2,1,2,1,34,Balanced
ZM1490,1,5,1,1,1,5,1,1,5,9,1,1,3,5,4,7,1,1,4,7,1,0,2,1,43,Assertive
ZM1491,4,5,2,2,3,1,3,5,1,1,4,7,4,7,2,3,5,9,2,3,2,1,2,1,45,Assertive
ZM1492,1,5,4,5,3,1,2,3,1,1,2,3,3,5,4,7,2,3,4,7,1,0,1,0,40,Balanced
ZM1493,5,3,4,5,1,5,1,1,1,1,4,7,4,7,3,5,5,9,1,1,2,1,1,0,45,Assertive
ZM1494,6,1,3,3,3,1,3,5,5,9,2,3,3,5,4,7,5,9,3,5,1,0,2,1,49,Assertive
ZM1495,2,3,4,5,3,1,1,1,3,5,2,3,4,7,2,3,3,5,2,3,1,0,1,0,36,Balanced
ZM1496,5,3,1,1,3,1,3,5,5,9,4,7,1,1,3,5,1,1,2,3,2,1,2,1,38,Balanced
ZM1497,5,3,4,5,1,5,2,3,5,9,1,1,2,3,3,5,3,5,3,5,2,1,1,0,45,Assertive
ZM1498,1,5,4,5,1,5,4,7,1,1,2,3,4,7,2,3,4,7,3,5,1,0,1,0,48,Assertive
ZM1499,1,5,4,5,3,1,3,5,3,5,1,1,3,5,4,7,2,3,3,5,1,0,1,0,42,Assertive
ZM1500,2,3,5,7,2,2,4,7,3,5,2,3,2,3,4,7,3,5,3,5,2,1,2,1,49,Assertive
ZM1501,2,3,4,5,1,5,4,7,1,1,1,1,1,1,1,1,4,7,4,7,2,1,2,1,40,Balanced
ZM1502,3,1,3,3,2,2,2,3,4,7,3,5,2,3,1,1,2,3,1,1,2,1,2,1,31,Balanced
ZM1503,2,3,2,2,1,5,3,5,3,5,3,5,3,5,1,1,2,3,2,3,1,0,1,0,37,Balanced
ZM1504,3,1,3,3,3,1,3,5,2,3,3,5,3,5,3,5,4,7,4,7,1,0,2,1,43,Assertive
ZM1505,2,3,2,2,2,2,3,5,2,3,1,1,3,5,3,5,2,3,4,7,2,1,1,0,37,Balanced
ZM1506,2,3,4,5,1,5,4,7,1,1,1,1,1,1,2,3,2,3,4,7,2,1,1,0,37,Balanced
ZM1507,6,1,3,3,2,2,1,1,3,5,2,3,3,5,1,1,1,1,3,5,2,1,2,1,29,Balanced
ZM1508,1,5,3,3,3,1,2,3,3,5,4,7,3,5,2,3,3,5,2,3,2,1,2,1,42,Assertive
ZM1509,6,1,2,2,1,5,2,3,3,5,3,5,3,5,3,5,2,3,2,3,1,0,2,1,38,Balanced
ZM1510,5,3,2,2,1,5,2,3,4,7,2,3,3,5,1,1,2,3,2,3,2,1,1,0,36,Balanced
ZM1511,2,3,4,5,1,5,3,5,4,7,4,7,3,5,1,1,2,3,4,7,1,0,1,0,48,Assertive
ZM1512,5,3,1,1,3,1,2,3,3,5,1,1,4,7,1,1,2,3,2,3,2,1,1,0,29,Balanced
ZM1513,6,1,4,5,1,5,4,7,5,9,4,7,4,7,4,7,3,5,3,5,2,1,2,1,60,Aggresive
ZM1514,2,3,4,5,3,1,4,7,4,7,3,5,3,5,4,7,1,1,2,3,1,0,2,1,45,Assertive
ZM1515,6,1,4,5,2,2,3,5,3,5,2,3,2,3,3,5,5,9,4,7,1,0,2,1,46,Assertive
ZM1516,6,1,4,5,3,1,1,1,5,9,1,1,3,5,3,5,4,7,2,3,2,1,2,1,40,Balanced
ZM1517,6,1,5,7,1,5,4,7,4,7,2,3,1,1,2,3,5,9,4,7,1,0,1,0,50,Assertive
ZM1518,5,3,1,1,3,1,4,7,1,1,4,7,4,7,4,7,5,9,1,1,1,0,2,1,45,Assertive
ZM1519,6,1,1,1,3,1,3,5,5,9,1,1,2,3,3,5,4,7,1,1,2,1,2,1,36,Balanced
ZM1520,1,5,3,3,1,5,4,7,1,1,3,5,2,3,2,3,1,1,2,3,2,1,2,1,38,Balanced
ZM1521,4,5,5,7,1,5,3,5,5,9,4,7,2,3,3,5,4,7,1,1,1,0,1,0,54,Aggresive
ZM1522,2,3,3,3,2,2,4,7,2,3,3,5,3,5,2,3,1,1,4,7,2,1,1,0,40,Balanced
ZM1523,2,3,1,1,3,1,3,5,5,9,3,5,4,7,4,7,1,1,3,5,2,1,1,0,45,Assertive
ZM1524,4,5,5,7,2,2,3,5,4,7,1,1,1,1,4,7,1,1,1,1,2,1,2,1,39,Balanced
ZM1525,6,1,3,3,2,2,4,7,2,3,1,1,2,3,1,1,5,9,4,7,1,0,1,0,37,Balanced
ZM1526,6,1,2,2,3,1,3,5,3,5,1,1,1,1,4,7,3,5,2,3,1,0,2,1,32,Balanced
ZM1527,3,1,4,5,2,2,3,5,4,7,1,1,2,3,2,3,5,9,2,3,2,1,1,0,40,Balanced
ZM1528,1,5,5,7,1,5,4,7,2,3,3,5,3,5,1,1,3,5,1,1,2,1,1,0,45,Assertive
ZM1529,4,5,4,5,3,1,3,5,1,1,1,1,4,7,4,7,1,1,1,1,2,1,1,0,35,Balanced
ZM1530,2,3,2,2,3,1,3,5,2,3,1,1,1,1,4,7,5,9,3,5,2,1,1,0,38,Balanced
ZM1531,5,3,3,3,2,2,3,5,3,5,2,3,3,5,3,5,5,9,2,3,2,1,2,1,45,Assertive
ZM1532,4,5,2,2,1,5,1,1,1,1,2,3,2,3,4,7,5,9,3,5,2,1,2,1,43,Assertive
ZM1533,2,3,5,7,1,5,4,7,2,3,1,1,3,5,4,7,4,7,4,7,2,1,1,0,53,Aggresive
ZM1534,6,1,1,1,2,2,1,1,5,9,2,3,3,5,3,5,1,1,4,7,1,0,1,0,35,Balanced
ZM1535,5,3,2,2,1,5,4,7,1,1,2,3,4,7,3,5,1,1,4,7,1,0,2,1,42,Assertive
ZM1536,4,5,5,7,2,2,4,7,1,1,2,3,4,7,4,7,2,3,1,1,1,0,1,0,43,Assertive
ZM1537,6,1,3,3,2,2,3,5,5,9,2,3,3,5,4,7,5,9,4,7,1,0,1,0,51,Assertive
ZM1538,2,3,5,7,1,5,2,3,3,5,2,3,2,3,4,7,2,3,1,1,1,0,2,1,41,Assertive
ZM1539,6,1,2,2,3,1,2,3,1,1,2,3,2,3,2,3,1,1,3,5,2,1,1,0,24,Conservative
ZM1540,6,1,5,7,2,2,1,1,3,5,4,7,3,5,4,7,3,5,2,3,1,0,2,1,44,Assertive
ZM1541,3,1,5,7,1,5,3,5,1,1,2,3,1,1,1,1,4,7,3,5,1,0,1,0,36,Balanced
ZM1542,2,3,4,5,2,2,2,3,1,1,1,1,3,5,3,5,5,9,1,1,2,1,1,0,36,Balanced
ZM1543,4,5,5,7,1,5,3,5,2,3,3,5,1,1,1,1,5,9,1,1,2,1,1,0,43,Assertive
ZM1544,2,3,4,5,3,1,3,5,5,9,4,7,2,3,3,5,2,3,1,1,2,1,2,1,44,Assertive
ZM1545,2,3,2,2,2,2,2,3,5,9,3,5,4,7,2,3,4,7,2,3,2,1,2,1,46,Assertive
ZM1546,6,1,2,2,3,1,1,1,4,7,2,3,3,5,2,3,3,5,2,3,1,0,2,1,32,Balanced
ZM1547,1,5,4,5,2,2,1,1,2,3,2,3,4,7,2,3,1,1,2,3,1,0,1,0,33,Balanced
ZM1548,6,1,1,1,2,2,1,1,5,9,4,7,1,1,1,1,4,7,2,3,2,1,2,1,35,Balanced
ZM1549,1,5,4,5,1,5,2,3,5,9,2,3,3,5,2,3,5,9,4,7,1,0,2,1,55,Aggresive
ZM1550,2,3,5,7,1,5,2,3,5,9,1,1,3,5,1,1,5,9,3,5,1,0,2,1,49,Assertive
ZM1551,5,3,5,7,1,5,2,3,4,7,2,3,2,3,3,5,4,7,4,7,2,1,1,0,51,Assertive
ZM1552,3,1,1,1,1,5,3,5,3,5,1,1,4,7,1,1,3,5,3,5,1,0,1,0,36,Balanced
ZM1553,4,5,1,1,2,2,2,3,1,1,2,3,2,3,3,5,5,9,3,5,2,1,2,1,39,Balanced
ZM1554,5,3,5,7,3,1,2,3,5,9,3,5,3,5,2,3,1,1,1,1,2,1,1,0,39,Balanced
ZM1555,6,1,3,3,3,1,2,3,3,5,4,7,2,3,1,1,2,3,1,1,2,1,2,1,30,Balanced
ZM1556,5,3,5,7,2,2,3,5,5,9,1,1,1,1,1,1,2,3,4,7,2,1,2,1,41,Assertive
ZM1557,4,5,3,3,1,5,4,7,4,7,4,7,2,3,3,5,5,9,2,3,2,1,2,1,56,Aggresive
ZM1558,5,3,4,5,1,5,4,7,3,5,4,7,2,3,1,1,2,3,4,7,2,1,2,1,48,Assertive
